Series Name	Series Code	Country Name	Country Code	2014 [YR2014]
Income share held by highest 20%	SI.DST.05TH.20	San Marino	SMR	..
Income share held by highest 20%	SI.DST.05TH.20	Sao Tome and Principe	STP	..
Income share held by highest 20%	SI.DST.05TH.20	Saudi Arabia	SAU	..
Income share held by highest 20%	SI.DST.05TH.20	Senegal	SEN	..
Income share held by highest 20%	SI.DST.05TH.20	Serbia	SRB	..
Income share held by highest 20%	SI.DST.05TH.20	Seychelles	SYC	..
Income share held by highest 20%	SI.DST.05TH.20	Sierra Leone	SLE	..
Income share held by highest 20%	SI.DST.05TH.20	Singapore	SGP	..
Income share held by highest 20%	SI.DST.05TH.20	Sint Maarten (Dutch part)	SXM	..
Income share held by highest 20%	SI.DST.05TH.20	Slovak Republic	SVK	..
Income share held by highest 20%	SI.DST.05TH.20	Slovenia	SVN	..
Income share held by highest 20%	SI.DST.05TH.20	Solomon Islands	SLB	..
Income share held by highest 20%	SI.DST.05TH.20	Somalia	SOM	..
Income share held by highest 20%	SI.DST.05TH.20	South Africa	ZAF	..
Income share held by highest 20%	SI.DST.05TH.20	South Sudan	SSD	..
Income share held by highest 20%	SI.DST.05TH.20	Spain	ESP	..
Income share held by highest 20%	SI.DST.05TH.20	Sri Lanka	LKA	..
Income share held by highest 20%	SI.DST.05TH.20	St. Kitts and Nevis	KNA	..
Income share held by highest 20%	SI.DST.05TH.20	St. Lucia	LCA	..
Income share held by highest 20%	SI.DST.05TH.20	St. Martin (French part)	MAF	..
Income share held by highest 20%	SI.DST.05TH.20	St. Vincent and the Grenadines	VCT	..
Income share held by highest 20%	SI.DST.05TH.20	Sudan	SDN	..
Income share held by highest 20%	SI.DST.05TH.20	Suriname	SUR	..
Income share held by highest 20%	SI.DST.05TH.20	Swaziland	SWZ	..
Income share held by highest 20%	SI.DST.05TH.20	Sweden	SWE	..
Income share held by highest 20%	SI.DST.05TH.20	Switzerland	CHE	..
Income share held by highest 20%	SI.DST.05TH.20	Syrian Arab Republic	SYR	..
Income share held by highest 20%	SI.DST.05TH.20	Taiwan, China	TWN	..
Income share held by highest 20%	SI.DST.05TH.20	Tajikistan	TJK	..
Income share held by highest 20%	SI.DST.05TH.20	Tanzania	TZA	..
Income share held by highest 20%	SI.DST.05TH.20	Thailand	THA	..
Income share held by highest 20%	SI.DST.05TH.20	Timor-Leste	TMP	..
Income share held by highest 20%	SI.DST.05TH.20	Togo	TGO	..
Income share held by highest 20%	SI.DST.05TH.20	Tonga	TON	..
Income share held by highest 20%	SI.DST.05TH.20	Trinidad and Tobago	TTO	..
Income share held by highest 20%	SI.DST.05TH.20	Tunisia	TUN	..
Income share held by highest 20%	SI.DST.05TH.20	Turkey	TUR	..
Income share held by highest 20%	SI.DST.05TH.20	Turkmenistan	TKM	..
Income share held by highest 20%	SI.DST.05TH.20	Turks and Caicos Islands	TCA	..
Income share held by highest 20%	SI.DST.05TH.20	Tuvalu	TUV	..
Income share held by highest 20%	SI.DST.05TH.20	Uganda	UGA	..
Income share held by highest 20%	SI.DST.05TH.20	Ukraine	UKR	..
Income share held by highest 20%	SI.DST.05TH.20	United Arab Emirates	ARE	..
Income share held by highest 20%	SI.DST.05TH.20	United Kingdom	GBR	..
Income share held by highest 20%	SI.DST.05TH.20	United States	USA	..
Income share held by highest 20%	SI.DST.05TH.20	Uruguay	URY	..
Income share held by highest 20%	SI.DST.05TH.20	Uzbekistan	UZB	..
Income share held by highest 20%	SI.DST.05TH.20	Vanuatu	VUT	..
Income share held by highest 20%	SI.DST.05TH.20	Venezuela, RB	VEN	..
Income share held by highest 20%	SI.DST.05TH.20	Vietnam	VNM	..
Income share held by highest 20%	SI.DST.05TH.20	Virgin Islands (U.S.)	VIR	..
Income share held by highest 20%	SI.DST.05TH.20	West Bank and Gaza	WBG	..
Income share held by highest 20%	SI.DST.05TH.20	Yemen, Rep.	YEM	..
Income share held by highest 20%	SI.DST.05TH.20	Zambia	ZMB	..
Income share held by highest 20%	SI.DST.05TH.20	Zimbabwe	ZWE	..
Income share held by highest 10%	SI.DST.10TH.10	Afghanistan	AFG	..
Income share held by highest 10%	SI.DST.10TH.10	Albania	ALB	..
Income share held by highest 10%	SI.DST.10TH.10	Algeria	DZA	..
Income share held by highest 10%	SI.DST.10TH.10	American Samoa	ASM	..
Income share held by highest 10%	SI.DST.10TH.10	Andorra	ADO	..
Income share held by highest 10%	SI.DST.10TH.10	Angola	AGO	..
Income share held by highest 10%	SI.DST.10TH.10	Antigua and Barbuda	ATG	..
Income share held by highest 10%	SI.DST.10TH.10	Argentina	ARG	..
Income share held by highest 10%	SI.DST.10TH.10	Armenia	ARM	..
Income share held by highest 10%	SI.DST.10TH.10	Aruba	ABW	..
Income share held by highest 10%	SI.DST.10TH.10	Australia	AUS	..
Income share held by highest 10%	SI.DST.10TH.10	Austria	AUT	..
Income share held by highest 10%	SI.DST.10TH.10	Azerbaijan	AZE	..
Income share held by highest 10%	SI.DST.10TH.10	Bahamas, The	BHS	..
Income share held by highest 10%	SI.DST.10TH.10	Bahrain	BHR	..
Income share held by highest 10%	SI.DST.10TH.10	Bangladesh	BGD	..
Income share held by highest 10%	SI.DST.10TH.10	Barbados	BRB	..
Income share held by highest 10%	SI.DST.10TH.10	Belarus	BLR	..
Income share held by highest 10%	SI.DST.10TH.10	Belgium	BEL	..
Income share held by highest 10%	SI.DST.10TH.10	Belize	BLZ	..
Income share held by highest 10%	SI.DST.10TH.10	Benin	BEN	..
Income share held by highest 10%	SI.DST.10TH.10	Bermuda	BMU	..
Income share held by highest 10%	SI.DST.10TH.10	Bhutan	BTN	..
Income share held by highest 10%	SI.DST.10TH.10	Bolivia	BOL	..
Income share held by highest 10%	SI.DST.10TH.10	Bosnia and Herzegovina	BIH	..
Income share held by highest 10%	SI.DST.10TH.10	Botswana	BWA	..
Income share held by highest 10%	SI.DST.10TH.10	Brazil	BRA	..
Income share held by highest 10%	SI.DST.10TH.10	Brunei Darussalam	BRN	..
Income share held by highest 10%	SI.DST.10TH.10	Bulgaria	BGR	..
Income share held by highest 10%	SI.DST.10TH.10	Burkina Faso	BFA	..
Income share held by highest 10%	SI.DST.10TH.10	Burundi	BDI	..
Income share held by highest 10%	SI.DST.10TH.10	Cabo Verde	CPV	..
Income share held by highest 10%	SI.DST.10TH.10	Cambodia	KHM	..
Income share held by highest 10%	SI.DST.10TH.10	Cameroon	CMR	..
Income share held by highest 10%	SI.DST.10TH.10	Canada	CAN	..
Income share held by highest 10%	SI.DST.10TH.10	Cayman Islands	CYM	..
Income share held by highest 10%	SI.DST.10TH.10	Central African Republic	CAF	..
Income share held by highest 10%	SI.DST.10TH.10	Chad	TCD	..
Income share held by highest 10%	SI.DST.10TH.10	Channel Islands	CHI	..
Income share held by highest 10%	SI.DST.10TH.10	Chile	CHL	..
Income share held by highest 10%	SI.DST.10TH.10	China	CHN	..
Income share held by highest 10%	SI.DST.10TH.10	Colombia	COL	..
Income share held by highest 10%	SI.DST.10TH.10	Comoros	COM	..
Income share held by highest 10%	SI.DST.10TH.10	Congo, Dem. Rep.	ZAR	..
Income share held by highest 10%	SI.DST.10TH.10	Congo, Rep.	COG	..
Income share held by highest 10%	SI.DST.10TH.10	Costa Rica	CRI	..
Income share held by highest 10%	SI.DST.10TH.10	Cote d'Ivoire	CIV	..
Income share held by highest 10%	SI.DST.10TH.10	Croatia	HRV	..
Income share held by highest 10%	SI.DST.10TH.10	Cuba	CUB	..
Income share held by highest 10%	SI.DST.10TH.10	Curacao	CUW	..
Income share held by highest 10%	SI.DST.10TH.10	Cyprus	CYP	..
Income share held by highest 10%	SI.DST.10TH.10	Czech Republic	CZE	..
Income share held by highest 10%	SI.DST.10TH.10	Denmark	DNK	..
Income share held by highest 10%	SI.DST.10TH.10	Djibouti	DJI	..
Income share held by highest 10%	SI.DST.10TH.10	Dominica	DMA	..
Income share held by highest 10%	SI.DST.10TH.10	Dominican Republic	DOM	..
Income share held by highest 10%	SI.DST.10TH.10	Ecuador	ECU	..
Income share held by highest 10%	SI.DST.10TH.10	Egypt, Arab Rep.	EGY	..
Income share held by highest 10%	SI.DST.10TH.10	El Salvador	SLV	..
Income share held by highest 10%	SI.DST.10TH.10	Equatorial Guinea	GNQ	..
Income share held by highest 10%	SI.DST.10TH.10	Eritrea	ERI	..
Income share held by highest 10%	SI.DST.10TH.10	Estonia	EST	..
Income share held by highest 10%	SI.DST.10TH.10	Ethiopia	ETH	..
Income share held by highest 10%	SI.DST.10TH.10	Faeroe Islands	FRO	..
Income share held by highest 10%	SI.DST.10TH.10	Fiji	FJI	..
Income share held by highest 10%	SI.DST.10TH.10	Finland	FIN	..
Income share held by highest 10%	SI.DST.10TH.10	France	FRA	..
Income share held by highest 10%	SI.DST.10TH.10	French Polynesia	PYF	..
Income share held by highest 10%	SI.DST.10TH.10	Gabon	GAB	..
Income share held by highest 10%	SI.DST.10TH.10	Gambia, The	GMB	..
Income share held by highest 10%	SI.DST.10TH.10	Georgia	GEO	..
Income share held by highest 10%	SI.DST.10TH.10	Germany	DEU	..
Income share held by highest 10%	SI.DST.10TH.10	Ghana	GHA	..
Income share held by highest 10%	SI.DST.10TH.10	Greece	GRC	..
Income share held by highest 10%	SI.DST.10TH.10	Greenland	GRL	..
Income share held by highest 10%	SI.DST.10TH.10	Grenada	GRD	..
Income share held by highest 10%	SI.DST.10TH.10	Guam	GUM	..
Income share held by highest 10%	SI.DST.10TH.10	Guatemala	GTM	..
Income share held by highest 10%	SI.DST.10TH.10	Guinea	GIN	..
Income share held by highest 10%	SI.DST.10TH.10	Guinea-Bissau	GNB	..
Income share held by highest 10%	SI.DST.10TH.10	Guyana	GUY	..
Income share held by highest 10%	SI.DST.10TH.10	Haiti	HTI	..
Income share held by highest 10%	SI.DST.10TH.10	Honduras	HND	..
Income share held by highest 10%	SI.DST.10TH.10	Hong Kong SAR, China	HKG	..
Income share held by highest 10%	SI.DST.10TH.10	Hungary	HUN	..
Income share held by highest 10%	SI.DST.10TH.10	Iceland	ISL	..
Income share held by highest 10%	SI.DST.10TH.10	India	IND	..
Income share held by highest 10%	SI.DST.10TH.10	Indonesia	IDN	..
Income share held by highest 10%	SI.DST.10TH.10	Iran, Islamic Rep.	IRN	..
Income share held by highest 10%	SI.DST.10TH.10	Iraq	IRQ	..
Income share held by highest 10%	SI.DST.10TH.10	Ireland	IRL	..
Income share held by highest 10%	SI.DST.10TH.10	Isle of Man	IMY	..
Income share held by highest 10%	SI.DST.10TH.10	Israel	ISR	..
Income share held by highest 10%	SI.DST.10TH.10	Italy	ITA	..
Income share held by highest 10%	SI.DST.10TH.10	Jamaica	JAM	..
Income share held by highest 10%	SI.DST.10TH.10	Japan	JPN	..
Income share held by highest 10%	SI.DST.10TH.10	Jordan	JOR	..
Income share held by highest 10%	SI.DST.10TH.10	Kazakhstan	KAZ	..
Income share held by highest 10%	SI.DST.10TH.10	Kenya	KEN	..
Income share held by highest 10%	SI.DST.10TH.10	Kiribati	KIR	..
Income share held by highest 10%	SI.DST.10TH.10	Korea, Dem. Rep.	PRK	..
Income share held by highest 10%	SI.DST.10TH.10	Korea, Rep.	KOR	..
Income share held by highest 10%	SI.DST.10TH.10	Kosovo	KSV	..
Income share held by highest 10%	SI.DST.10TH.10	Kuwait	KWT	..
Income share held by highest 10%	SI.DST.10TH.10	Kyrgyz Republic	KGZ	..
Income share held by highest 10%	SI.DST.10TH.10	Lao PDR	LAO	..
Income share held by highest 10%	SI.DST.10TH.10	Latvia	LVA	..
Income share held by highest 10%	SI.DST.10TH.10	Lebanon	LBN	..
Income share held by highest 10%	SI.DST.10TH.10	Lesotho	LSO	..
Income share held by highest 10%	SI.DST.10TH.10	Liberia	LBR	..
Income share held by highest 10%	SI.DST.10TH.10	Libya	LBY	..
Income share held by highest 10%	SI.DST.10TH.10	Liechtenstein	LIE	..
Income share held by highest 10%	SI.DST.10TH.10	Lithuania	LTU	..
Income share held by highest 10%	SI.DST.10TH.10	Luxembourg	LUX	..
Income share held by highest 10%	SI.DST.10TH.10	Macao SAR, China	MAC	..
Income share held by highest 10%	SI.DST.10TH.10	Macedonia, FYR	MKD	..
Income share held by highest 10%	SI.DST.10TH.10	Madagascar	MDG	..
Income share held by highest 10%	SI.DST.10TH.10	Malawi	MWI	..
Income share held by highest 10%	SI.DST.10TH.10	Malaysia	MYS	..
Income share held by highest 10%	SI.DST.10TH.10	Maldives	MDV	..
Income share held by highest 10%	SI.DST.10TH.10	Mali	MLI	..
Income share held by highest 10%	SI.DST.10TH.10	Malta	MLT	..
Income share held by highest 10%	SI.DST.10TH.10	Marshall Islands	MHL	..
Income share held by highest 10%	SI.DST.10TH.10	Mauritania	MRT	..
Income share held by highest 10%	SI.DST.10TH.10	Mauritius	MUS	..
Income share held by highest 10%	SI.DST.10TH.10	Mexico	MEX	..
Income share held by highest 10%	SI.DST.10TH.10	Micronesia, Fed. Sts.	FSM	..
Income share held by highest 10%	SI.DST.10TH.10	Moldova	MDA	..
Income share held by highest 10%	SI.DST.10TH.10	Monaco	MCO	..
Income share held by highest 10%	SI.DST.10TH.10	Mongolia	MNG	..
Income share held by highest 10%	SI.DST.10TH.10	Montenegro	MNE	..
Income share held by highest 10%	SI.DST.10TH.10	Morocco	MAR	..
Income share held by highest 10%	SI.DST.10TH.10	Mozambique	MOZ	..
Income share held by highest 10%	SI.DST.10TH.10	Myanmar	MMR	..
Income share held by highest 10%	SI.DST.10TH.10	Namibia	NAM	..
Income share held by highest 10%	SI.DST.10TH.10	Nepal	NPL	..
Income share held by highest 10%	SI.DST.10TH.10	Netherlands	NLD	..
Income share held by highest 10%	SI.DST.10TH.10	New Caledonia	NCL	..
Income share held by highest 10%	SI.DST.10TH.10	New Zealand	NZL	..
Income share held by highest 10%	SI.DST.10TH.10	Nicaragua	NIC	..
Income share held by highest 10%	SI.DST.10TH.10	Niger	NER	..
Income share held by highest 10%	SI.DST.10TH.10	Nigeria	NGA	..
Income share held by highest 10%	SI.DST.10TH.10	Northern Mariana Islands	MNP	..
Income share held by highest 10%	SI.DST.10TH.10	Norway	NOR	..
Income share held by highest 10%	SI.DST.10TH.10	Oman	OMN	..
Income share held by highest 10%	SI.DST.10TH.10	Pakistan	PAK	..
Income share held by highest 10%	SI.DST.10TH.10	Palau	PLW	..
Income share held by highest 10%	SI.DST.10TH.10	Panama	PAN	..
Income share held by highest 10%	SI.DST.10TH.10	Papua New Guinea	PNG	..
Income share held by highest 10%	SI.DST.10TH.10	Paraguay	PRY	..
Income share held by highest 10%	SI.DST.10TH.10	Peru	PER	..
Income share held by highest 10%	SI.DST.10TH.10	Philippines	PHL	..
Income share held by highest 10%	SI.DST.10TH.10	Poland	POL	..
Income share held by highest 10%	SI.DST.10TH.10	Portugal	PRT	..
Income share held by highest 10%	SI.DST.10TH.10	Puerto Rico	PRI	..
Income share held by highest 10%	SI.DST.10TH.10	Qatar	QAT	..
Income share held by highest 10%	SI.DST.10TH.10	Romania	ROM	..
Income share held by highest 10%	SI.DST.10TH.10	Russian Federation	RUS	..
Income share held by highest 10%	SI.DST.10TH.10	Rwanda	RWA	..
Income share held by highest 10%	SI.DST.10TH.10	Samoa	WSM	..
Income share held by highest 10%	SI.DST.10TH.10	San Marino	SMR	..
Income share held by highest 10%	SI.DST.10TH.10	Sao Tome and Principe	STP	..
Income share held by highest 10%	SI.DST.10TH.10	Saudi Arabia	SAU	..
Income share held by highest 10%	SI.DST.10TH.10	Senegal	SEN	..
Income share held by highest 10%	SI.DST.10TH.10	Serbia	SRB	..
Income share held by highest 10%	SI.DST.10TH.10	Seychelles	SYC	..
Income share held by highest 10%	SI.DST.10TH.10	Sierra Leone	SLE	..
Income share held by highest 10%	SI.DST.10TH.10	Singapore	SGP	..
Income share held by highest 10%	SI.DST.10TH.10	Sint Maarten (Dutch part)	SXM	..
Income share held by highest 10%	SI.DST.10TH.10	Slovak Republic	SVK	..
Income share held by highest 10%	SI.DST.10TH.10	Slovenia	SVN	..
Income share held by highest 10%	SI.DST.10TH.10	Solomon Islands	SLB	..
Income share held by highest 10%	SI.DST.10TH.10	Somalia	SOM	..
Income share held by highest 10%	SI.DST.10TH.10	South Africa	ZAF	..
Income share held by highest 10%	SI.DST.10TH.10	South Sudan	SSD	..
Income share held by highest 10%	SI.DST.10TH.10	Spain	ESP	..
Income share held by highest 10%	SI.DST.10TH.10	Sri Lanka	LKA	..
Income share held by highest 10%	SI.DST.10TH.10	St. Kitts and Nevis	KNA	..
Income share held by highest 10%	SI.DST.10TH.10	St. Lucia	LCA	..
Income share held by highest 10%	SI.DST.10TH.10	St. Martin (French part)	MAF	..
Income share held by highest 10%	SI.DST.10TH.10	St. Vincent and the Grenadines	VCT	..
Income share held by highest 10%	SI.DST.10TH.10	Sudan	SDN	..
Income share held by highest 10%	SI.DST.10TH.10	Suriname	SUR	..
Income share held by highest 10%	SI.DST.10TH.10	Swaziland	SWZ	..
Income share held by highest 10%	SI.DST.10TH.10	Sweden	SWE	..
Income share held by highest 10%	SI.DST.10TH.10	Switzerland	CHE	..
Income share held by highest 10%	SI.DST.10TH.10	Syrian Arab Republic	SYR	..
Income share held by highest 10%	SI.DST.10TH.10	Taiwan, China	TWN	..
Income share held by highest 10%	SI.DST.10TH.10	Tajikistan	TJK	..
Income share held by highest 10%	SI.DST.10TH.10	Tanzania	TZA	..
Income share held by highest 10%	SI.DST.10TH.10	Thailand	THA	..
Income share held by highest 10%	SI.DST.10TH.10	Timor-Leste	TMP	..
Income share held by highest 10%	SI.DST.10TH.10	Togo	TGO	..
Income share held by highest 10%	SI.DST.10TH.10	Tonga	TON	..
Income share held by highest 10%	SI.DST.10TH.10	Trinidad and Tobago	TTO	..
Income share held by highest 10%	SI.DST.10TH.10	Tunisia	TUN	..
Income share held by highest 10%	SI.DST.10TH.10	Turkey	TUR	..
Income share held by highest 10%	SI.DST.10TH.10	Turkmenistan	TKM	..
Income share held by highest 10%	SI.DST.10TH.10	Turks and Caicos Islands	TCA	..
Income share held by highest 10%	SI.DST.10TH.10	Tuvalu	TUV	..
Income share held by highest 10%	SI.DST.10TH.10	Uganda	UGA	..
Income share held by highest 10%	SI.DST.10TH.10	Ukraine	UKR	..
Income share held by highest 10%	SI.DST.10TH.10	United Arab Emirates	ARE	..
Income share held by highest 10%	SI.DST.10TH.10	United Kingdom	GBR	..
Income share held by highest 10%	SI.DST.10TH.10	United States	USA	..
Income share held by highest 10%	SI.DST.10TH.10	Uruguay	URY	..
Income share held by highest 10%	SI.DST.10TH.10	Uzbekistan	UZB	..
Income share held by highest 10%	SI.DST.10TH.10	Vanuatu	VUT	..
Income share held by highest 10%	SI.DST.10TH.10	Venezuela, RB	VEN	..
Income share held by highest 10%	SI.DST.10TH.10	Vietnam	VNM	..
Income share held by highest 10%	SI.DST.10TH.10	Virgin Islands (U.S.)	VIR	..
Income share held by highest 10%	SI.DST.10TH.10	West Bank and Gaza	WBG	..
Income share held by highest 10%	SI.DST.10TH.10	Yemen, Rep.	YEM	..
Income share held by highest 10%	SI.DST.10TH.10	Zambia	ZMB	..
Income share held by highest 10%	SI.DST.10TH.10	Zimbabwe	ZWE	..
Income share held by lowest 10%	SI.DST.FRST.10	Afghanistan	AFG	..
Income share held by lowest 10%	SI.DST.FRST.10	Albania	ALB	..
Income share held by lowest 10%	SI.DST.FRST.10	Algeria	DZA	..
Income share held by lowest 10%	SI.DST.FRST.10	American Samoa	ASM	..
Income share held by lowest 10%	SI.DST.FRST.10	Andorra	ADO	..
Income share held by lowest 10%	SI.DST.FRST.10	Angola	AGO	..
Income share held by lowest 10%	SI.DST.FRST.10	Antigua and Barbuda	ATG	..
Income share held by lowest 10%	SI.DST.FRST.10	Argentina	ARG	..
Income share held by lowest 10%	SI.DST.FRST.10	Armenia	ARM	..
Income share held by lowest 10%	SI.DST.FRST.10	Aruba	ABW	..
Income share held by lowest 10%	SI.DST.FRST.10	Australia	AUS	..
Income share held by lowest 10%	SI.DST.FRST.10	Austria	AUT	..
Income share held by lowest 10%	SI.DST.FRST.10	Azerbaijan	AZE	..
Income share held by lowest 10%	SI.DST.FRST.10	Bahamas, The	BHS	..
Income share held by lowest 10%	SI.DST.FRST.10	Bahrain	BHR	..
Income share held by lowest 10%	SI.DST.FRST.10	Bangladesh	BGD	..
Income share held by lowest 10%	SI.DST.FRST.10	Barbados	BRB	..
Income share held by lowest 10%	SI.DST.FRST.10	Belarus	BLR	..
Income share held by lowest 10%	SI.DST.FRST.10	Belgium	BEL	..
Income share held by lowest 10%	SI.DST.FRST.10	Belize	BLZ	..
Income share held by lowest 10%	SI.DST.FRST.10	Benin	BEN	..
Income share held by lowest 10%	SI.DST.FRST.10	Bermuda	BMU	..
Income share held by lowest 10%	SI.DST.FRST.10	Bhutan	BTN	..
Income share held by lowest 10%	SI.DST.FRST.10	Bolivia	BOL	..
Income share held by lowest 10%	SI.DST.FRST.10	Bosnia and Herzegovina	BIH	..
Income share held by lowest 10%	SI.DST.FRST.10	Botswana	BWA	..
Income share held by lowest 10%	SI.DST.FRST.10	Brazil	BRA	..
Income share held by lowest 10%	SI.DST.FRST.10	Brunei Darussalam	BRN	..
Income share held by lowest 10%	SI.DST.FRST.10	Bulgaria	BGR	..
Income share held by lowest 10%	SI.DST.FRST.10	Burkina Faso	BFA	..
Income share held by lowest 10%	SI.DST.FRST.10	Burundi	BDI	..
Income share held by lowest 10%	SI.DST.FRST.10	Cabo Verde	CPV	..
Income share held by lowest 10%	SI.DST.FRST.10	Cambodia	KHM	..
Income share held by lowest 10%	SI.DST.FRST.10	Cameroon	CMR	..
Income share held by lowest 10%	SI.DST.FRST.10	Canada	CAN	..
Income share held by lowest 10%	SI.DST.FRST.10	Cayman Islands	CYM	..
Income share held by lowest 10%	SI.DST.FRST.10	Central African Republic	CAF	..
Income share held by lowest 10%	SI.DST.FRST.10	Chad	TCD	..
Income share held by lowest 10%	SI.DST.FRST.10	Channel Islands	CHI	..
Income share held by lowest 10%	SI.DST.FRST.10	Chile	CHL	..
Income share held by lowest 10%	SI.DST.FRST.10	China	CHN	..
Income share held by lowest 10%	SI.DST.FRST.10	Colombia	COL	..
Income share held by lowest 10%	SI.DST.FRST.10	Comoros	COM	..
Income share held by lowest 10%	SI.DST.FRST.10	Congo, Dem. Rep.	ZAR	..
Income share held by lowest 10%	SI.DST.FRST.10	Congo, Rep.	COG	..
Income share held by lowest 10%	SI.DST.FRST.10	Costa Rica	CRI	..
Income share held by lowest 10%	SI.DST.FRST.10	Cote d'Ivoire	CIV	..
Income share held by lowest 10%	SI.DST.FRST.10	Croatia	HRV	..
Income share held by lowest 10%	SI.DST.FRST.10	Cuba	CUB	..
Income share held by lowest 10%	SI.DST.FRST.10	Curacao	CUW	..
Income share held by lowest 10%	SI.DST.FRST.10	Cyprus	CYP	..
Income share held by lowest 10%	SI.DST.FRST.10	Czech Republic	CZE	..
Income share held by lowest 10%	SI.DST.FRST.10	Denmark	DNK	..
Income share held by lowest 10%	SI.DST.FRST.10	Djibouti	DJI	..
Income share held by lowest 10%	SI.DST.FRST.10	Dominica	DMA	..
Income share held by lowest 10%	SI.DST.FRST.10	Dominican Republic	DOM	..
Income share held by lowest 10%	SI.DST.FRST.10	Ecuador	ECU	..
Income share held by lowest 10%	SI.DST.FRST.10	Egypt, Arab Rep.	EGY	..
Income share held by lowest 10%	SI.DST.FRST.10	El Salvador	SLV	..
Income share held by lowest 10%	SI.DST.FRST.10	Equatorial Guinea	GNQ	..
Income share held by lowest 10%	SI.DST.FRST.10	Eritrea	ERI	..
Income share held by lowest 10%	SI.DST.FRST.10	Estonia	EST	..
Income share held by lowest 10%	SI.DST.FRST.10	Ethiopia	ETH	..
Income share held by lowest 10%	SI.DST.FRST.10	Faeroe Islands	FRO	..
Income share held by lowest 10%	SI.DST.FRST.10	Fiji	FJI	..
Income share held by lowest 10%	SI.DST.FRST.10	Finland	FIN	..
Income share held by lowest 10%	SI.DST.FRST.10	France	FRA	..
Income share held by lowest 10%	SI.DST.FRST.10	French Polynesia	PYF	..
Income share held by lowest 10%	SI.DST.FRST.10	Gabon	GAB	..
Income share held by lowest 10%	SI.DST.FRST.10	Gambia, The	GMB	..
Income share held by lowest 10%	SI.DST.FRST.10	Georgia	GEO	..
Income share held by lowest 10%	SI.DST.FRST.10	Germany	DEU	..
Income share held by lowest 10%	SI.DST.FRST.10	Ghana	GHA	..
Income share held by lowest 10%	SI.DST.FRST.10	Greece	GRC	..
Income share held by lowest 10%	SI.DST.FRST.10	Greenland	GRL	..
Income share held by lowest 10%	SI.DST.FRST.10	Grenada	GRD	..
Income share held by lowest 10%	SI.DST.FRST.10	Guam	GUM	..
Income share held by lowest 10%	SI.DST.FRST.10	Guatemala	GTM	..
Income share held by lowest 10%	SI.DST.FRST.10	Guinea	GIN	..
Income share held by lowest 10%	SI.DST.FRST.10	Guinea-Bissau	GNB	..
Income share held by lowest 10%	SI.DST.FRST.10	Guyana	GUY	..
Income share held by lowest 10%	SI.DST.FRST.10	Haiti	HTI	..
Income share held by lowest 10%	SI.DST.FRST.10	Honduras	HND	..
Income share held by lowest 10%	SI.DST.FRST.10	Hong Kong SAR, China	HKG	..
Income share held by lowest 10%	SI.DST.FRST.10	Hungary	HUN	..
Income share held by lowest 10%	SI.DST.FRST.10	Iceland	ISL	..
Income share held by lowest 10%	SI.DST.FRST.10	India	IND	..
Income share held by lowest 10%	SI.DST.FRST.10	Indonesia	IDN	..
Income share held by lowest 10%	SI.DST.FRST.10	Iran, Islamic Rep.	IRN	..
Income share held by lowest 10%	SI.DST.FRST.10	Iraq	IRQ	..
Income share held by lowest 10%	SI.DST.FRST.10	Ireland	IRL	..
Income share held by lowest 10%	SI.DST.FRST.10	Isle of Man	IMY	..
Income share held by lowest 10%	SI.DST.FRST.10	Israel	ISR	..
Income share held by lowest 10%	SI.DST.FRST.10	Italy	ITA	..
Income share held by lowest 10%	SI.DST.FRST.10	Jamaica	JAM	..
Income share held by lowest 10%	SI.DST.FRST.10	Japan	JPN	..
Income share held by lowest 10%	SI.DST.FRST.10	Jordan	JOR	..
Income share held by lowest 10%	SI.DST.FRST.10	Kazakhstan	KAZ	..
Income share held by lowest 10%	SI.DST.FRST.10	Kenya	KEN	..
Income share held by lowest 10%	SI.DST.FRST.10	Kiribati	KIR	..
Income share held by lowest 10%	SI.DST.FRST.10	Korea, Dem. Rep.	PRK	..
Income share held by lowest 10%	SI.DST.FRST.10	Korea, Rep.	KOR	..
Income share held by lowest 10%	SI.DST.FRST.10	Kosovo	KSV	..
Income share held by lowest 10%	SI.DST.FRST.10	Kuwait	KWT	..
Income share held by lowest 10%	SI.DST.FRST.10	Kyrgyz Republic	KGZ	..
Income share held by lowest 10%	SI.DST.FRST.10	Lao PDR	LAO	..
Income share held by lowest 10%	SI.DST.FRST.10	Latvia	LVA	..
Income share held by lowest 10%	SI.DST.FRST.10	Lebanon	LBN	..
Income share held by lowest 10%	SI.DST.FRST.10	Lesotho	LSO	..
Income share held by lowest 10%	SI.DST.FRST.10	Liberia	LBR	..
Income share held by lowest 10%	SI.DST.FRST.10	Libya	LBY	..
Income share held by lowest 10%	SI.DST.FRST.10	Liechtenstein	LIE	..
Income share held by lowest 10%	SI.DST.FRST.10	Lithuania	LTU	..
Income share held by lowest 10%	SI.DST.FRST.10	Luxembourg	LUX	..
Income share held by lowest 10%	SI.DST.FRST.10	Macao SAR, China	MAC	..
Income share held by lowest 10%	SI.DST.FRST.10	Macedonia, FYR	MKD	..
Income share held by lowest 10%	SI.DST.FRST.10	Madagascar	MDG	..
Income share held by lowest 10%	SI.DST.FRST.10	Malawi	MWI	..
Income share held by lowest 10%	SI.DST.FRST.10	Malaysia	MYS	..
Income share held by lowest 10%	SI.DST.FRST.10	Maldives	MDV	..
